"detail_id","order_id","dishes_id","logicprn_name","parent_class_name","dishes_name","itemis_add","counts","amounts","cost","place_order_time","discount_amt","discount_reason","kick_back","add_inprice","add_info","bar_code","picture_file","emp_id"
840,162,610036,NA,NA,"路易拉菲红酒干红",0,1,158,NA,"2016/8/15 11:28:14",NA,NA,NA,0,NA,NA,"caipu/402005.jpg",1538
841,162,609949,NA,NA,"意文柠檬汁 ",0,1,13,NA,"2016/8/15 11:30:43",NA,NA,NA,0,NA,NA,"caipu/404005.jpg",1538
842,162,610053,NA,NA,"蛋挞",0,2,8,NA,"2016/8/15 11:31:29",NA,NA,NA,0,NA,NA,"caipu/501002.jpg",1538
843,162,610052,NA,NA,"黄油曲奇饼干",0,2,16,NA,"2016/8/15 11:32:43",NA,NA,NA,0,NA,NA,"caipu/501001.jpg",1538
845,162,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/15 11:33:11",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1538
849,162,609939,NA,NA,"香菇鸡肉粥",0,1,15,NA,"2016/8/15 11:35:27",NA,NA,NA,0,NA,NA,"caipu/602005.jpg",1538
844,163,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/25 12:17:16",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",988
846,163,610012,NA,NA,"香菇鹌鹑蛋",0,1,39,NA,"2016/8/25 12:24:34",NA,NA,NA,0,NA,NA,"caipu/302001.jpg",988
847,163,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/25 12:25:43",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",988
848,163,609986,NA,NA,"哈尔滨啤酒罐装",0,6,7,NA,"2016/8/25 12:26:17",NA,NA,NA,0,NA,NA,"caipu/403001.jpg",988
850,163,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/25 12:33:04",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",988
852,165,609966,NA,NA,"芝士烩波士顿龙虾",0,2,175,NA,"2016/8/9 12:47:08",NA,NA,NA,0,NA,NA,"caipu/101001.jpg",1097
853,165,609941,NA,NA,"清蒸海鱼",0,1,78,NA,"2016/8/9 12:47:17",NA,NA,NA,0,NA,NA,"caipu/103002.jpg",1097
858,165,609707,NA,NA,"百里香奶油烤紅酒牛肉",0,1,178,NA,"2016/8/9 12:47:36",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",1097
854,165,609942,NA,NA,"辣炒鱿鱼",0,1,58,NA,"2016/8/9 12:47:58",NA,NA,NA,0,NA,NA,"caipu/103003.jpg",1097
859,165,609932,NA,NA,"爆炒猪肝",0,1,68,NA,"2016/8/9 12:48:36",NA,NA,NA,0,NA,NA,"caipu/203003.jpg",1097
860,165,610023,NA,NA,"啤酒鸭",0,1,48,NA,"2016/8/9 12:49:15",NA,NA,NA,0,NA,NA,"caipu/204006.jpg",1097
861,165,609983,NA,NA,"干锅田鸡",0,1,88,NA,"2016/8/9 12:50:24",NA,NA,NA,0,NA,NA,"caipu/205003.jpg",1097
862,165,610025,NA,NA,"番茄蛋汤",0,1,25,NA,"2016/8/9 12:52:41",NA,NA,NA,0,NA,NA,"caipu/204008.jpg",1097
863,165,610029,NA,NA,"黄花菜炒木耳",0,1,35,NA,"2016/8/9 12:54:18",NA,NA,NA,0,NA,NA,"caipu/304003.jpg",1097
864,165,610047,NA,NA,"西瓜胡萝卜沙拉",0,1,26,NA,"2016/8/9 12:54:29",NA,NA,NA,0,NA,NA,"caipu/301001.jpg",1097
865,165,610051,NA,NA,"凉拌萝卜丝",0,1,20,NA,"2016/8/9 12:55:15",NA,NA,NA,0,NA,NA,"caipu/301005.jpg",1097
867,165,610068,NA,NA,"38度剑南春 ",0,1,80,NA,"2016/8/9 12:55:18",NA,NA,NA,0,NA,NA,"caipu/401001.jpg",1097
868,165,609987,NA,NA,"蓝带啤酒罐装",0,2,9,NA,"2016/8/9 12:56:24",NA,NA,NA,0,NA,NA,"caipu/403002.jpg",1097
869,165,610002,NA,NA,"老式面包",0,1,19,NA,"2016/8/9 12:56:29",NA,NA,NA,0,NA,NA,"caipu/503001.jpg",1097
871,165,609975,NA,NA,"一品香酥藕",0,1,10,NA,"2016/8/9 12:57:08",NA,NA,NA,0,NA,NA,"caipu/502005.jpg",1097
870,165,610005,NA,NA,"牛奶卷",0,1,17,NA,"2016/8/9 12:57:56",NA,NA,NA,0,NA,NA,"caipu/503004.jpg",1097
873,165,610011,NA,NA,"白饭/大碗",0,2,10,NA,"2016/8/9 12:58:17",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1097
872,165,610055,NA,NA,"葡萄奶酥(超酥香的饼干)",0,1,9,NA,"2016/8/9 12:58:30",NA,NA,NA,0,NA,NA,"caipu/501004.jpg",1097
857,166,609944,NA,NA,"水煮鱼",0,1,65,NA,"2016/8/2 11:24:15",NA,NA,NA,0,NA,NA,"caipu/103005.jpg",986
856,166,609965,NA,NA,"葱姜炒蟹",0,1,109,NA,"2016/8/2 11:24:27",NA,NA,NA,0,NA,NA,"caipu/102005.jpg",986
866,166,610023,NA,NA,"啤酒鸭",0,1,48,NA,"2016/8/2 11:24:47",NA,NA,NA,0,NA,NA,"caipu/204006.jpg",986
874,166,609988,NA,NA,"百威啤酒罐装",0,2,6,NA,"2016/8/2 11:25:15",NA,NA,NA,0,NA,NA,"caipu/403003.jpg",986
883,166,609971,NA,NA,"大理石奶油蛋糕",0,2,13,NA,"2016/8/2 11:30:16",NA,NA,NA,0,NA,NA,"caipu/502001.jpg",986
875,167,609995,NA,NA,"党参黄芪炖牛尾
",0,1,35,NA,"2016/8/24 13:43:52",NA,NA,NA,0,NA,NA,"caipu/201005.jpg",988
876,167,609985,NA,NA,"三色凉拌手撕兔",0,1,66,NA,"2016/8/24 13:44:42",NA,NA,NA,0,NA,NA,"caipu/205005.jpg",988
877,167,610019,NA,NA,"白斩鸡",0,1,88,NA,"2016/8/24 13:45:59",NA,NA,NA,0,NA,NA,"caipu/204002.jpg",988
878,167,610021,NA,NA,"爆炒鸡翅",0,1,56,NA,"2016/8/24 13:48:05",NA,NA,NA,0,NA,NA,"caipu/204004.jpg",988
879,167,610027,NA,NA,"清炒菊花菜",0,1,30,NA,"2016/8/24 13:52:42",NA,NA,NA,0,NA,NA,"caipu/304001.jpg",988
880,167,610028,NA,NA,"培根花菜",0,1,35,NA,"2016/8/24 13:53:18",NA,NA,NA,0,NA,NA,"caipu/304002.jpg",988
881,167,609947,NA,NA," 北冰洋汽水 ",0,4,5,NA,"2016/8/24 13:53:24",NA,NA,NA,0,NA,NA,"caipu/404003.jpg",988
882,167,610002,NA,NA,"老式面包",0,1,19,NA,"2016/8/24 13:54:32",NA,NA,NA,0,NA,NA,"caipu/503001.jpg",988
884,167,610011,NA,NA,"白饭/大碗",0,2,10,NA,"2016/8/24 13:57:53",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",988
886,168,609966,NA,NA,"芝士烩波士顿龙虾",0,2,175,NA,"2016/8/30 12:10:45",NA,NA,NA,0,NA,NA,"caipu/101001.jpg",990
887,168,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/30 12:11:16",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",990
888,168,609972,NA,NA,"核桃葡萄干土司",0,1,19,NA,"2016/8/30 12:12:53",NA,NA,NA,0,NA,NA,"caipu/502002.jpg",990
916,168,609962,NA,NA,"倒立蒸梭子蟹",0,4,169,NA,"2016/8/30 12:13:27",NA,NA,NA,0,NA,NA,"caipu/102002.jpg",990
927,168,610050,NA,NA,"番茄甘蓝",0,1,33,NA,"2016/8/30 12:19:25",NA,NA,NA,0,NA,NA,"caipu/301004.jpg",990
894,170,609955,NA,NA,"红酒炖羊肉",0,1,108,NA,"2016/8/12 13:33:28",NA,NA,NA,0,NA,NA,"caipu/202001.jpg",1539
890,170,609942,NA,NA,"辣炒鱿鱼",0,1,58,NA,"2016/8/12 13:33:46",NA,NA,NA,0,NA,NA,"caipu/103003.jpg",1539
889,170,609961,NA,NA,"姜葱炒花蟹",0,1,45,NA,"2016/8/12 13:33:58",NA,NA,NA,0,NA,NA,"caipu/102001.jpg",1539
899,170,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/12 13:35:05",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1539
896,170,609981,NA,NA,"桂圆枸杞鸽子汤",0,1,48,NA,"2016/8/12 13:35:19",NA,NA,NA,0,NA,NA,"caipu/205001.jpg",1539
897,170,610029,NA,NA,"黄花菜炒木耳",0,1,35,NA,"2016/8/12 13:35:50",NA,NA,NA,0,NA,NA,"caipu/304003.jpg",1539
900,170,610035,NA,NA,"黄尾袋鼠西拉子红葡萄酒",0,1,46,NA,"2016/8/12 13:36:07",NA,NA,NA,0,NA,NA,"caipu/402004.jpg",1539
902,170,610053,NA,NA,"蛋挞",0,1,8,NA,"2016/8/12 13:36:22",NA,NA,NA,0,NA,NA,"caipu/501002.jpg",1539
904,170,610009,NA,NA,"黑米恋上葡萄",0,1,33,NA,"2016/8/12 13:36:34",NA,NA,NA,0,NA,NA,"caipu/601003.jpg",1539
901,170,610052,NA,NA,"黄油曲奇饼干",0,1,16,NA,"2016/8/12 13:36:42",NA,NA,NA,0,NA,NA,"caipu/501001.jpg",1539
905,170,609936,NA,NA,"皮蛋瘦肉粥",0,1,16,NA,"2016/8/12 13:37:25",NA,NA,NA,0,NA,NA,"caipu/602002.jpg",1539
906,170,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/12 13:39:36",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1539
891,171,609968,NA,NA,"油焖麻辣虾",0,1,65,NA,"2016/8/2 13:51:18",NA,NA,NA,0,NA,NA,"caipu/101003.jpg",1463
892,171,610063,NA,NA,"蒜香辣花甲",0,1,45,NA,"2016/8/2 13:55:12",NA,NA,NA,0,NA,NA,"caipu/104002.jpg",1463
893,171,610062,NA,NA,"蒜蓉生蚝",0,1,49,NA,"2016/8/2 13:55:27",NA,NA,NA,0,NA,NA,"caipu/104001.jpg",1463
895,171,610030,NA,NA,"番茄有机花菜",0,1,32,NA,"2016/8/2 13:57:34",NA,NA,NA,0,NA,NA,"caipu/304004.jpg",1463
898,171,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/2 13:59:08",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",1463
903,171,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/2 13:59:15",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",1463
908,171,609937,NA,NA,"冰糖红豆薏米粥",0,4,15,NA,"2016/8/2 14:00:06",NA,NA,NA,0,NA,NA,"caipu/602003.jpg",1463
907,172,609968,NA,NA,"油焖麻辣虾",0,1,65,NA,"2016/8/16 13:56:28",NA,NA,NA,0,NA,NA,"caipu/101003.jpg",1590
909,172,610040,NA,NA,"海带结豆腐汤",0,1,30,NA,"2016/8/16 13:57:49",NA,NA,NA,0,NA,NA,"caipu/105004.jpg",1590
911,172,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/16 13:59:04",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1590
912,172,610049,NA,NA,"爆炒双丝",0,1,35,NA,"2016/8/16 13:59:50",NA,NA,NA,0,NA,NA,"caipu/301003.jpg",1590
910,172,609991,NA,NA,"香烤牛排
",0,1,55,NA,"2016/8/16 13:59:57",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",1590
914,172,610010,NA,NA,"白饭/小碗",0,1,1,NA,"2016/8/16 14:05:22",NA,NA,NA,0,NA,NA,"caipu/601004.jpg",1590
913,172,609938,NA,NA,"小米南瓜粥",0,1,13,NA,"2016/8/16 14:05:29",NA,NA,NA,0,NA,NA,"caipu/602004.jpg",1590
915,172,610006,NA,NA,"咖啡奶香面包",0,1,16,NA,"2016/8/16 14:08:15",NA,NA,NA,0,NA,NA,"caipu/503005.jpg",1590
917,173,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/15 12:12:44",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1486
919,173,610012,NA,NA,"香菇鹌鹑蛋",0,1,39,NA,"2016/8/15 12:15:11",NA,NA,NA,0,NA,NA,"caipu/302001.jpg",1486
918,173,609931,NA,NA,"焖猪手",0,1,58,NA,"2016/8/15 12:15:21",NA,NA,NA,0,NA,NA,"caipu/203002.jpg",1486
920,173,610015,NA,NA,"葱油凉拌藕片",0,1,30,NA,"2016/8/15 12:17:22",NA,NA,NA,0,NA,NA,"caipu/302004.jpg",1486
921,173,609988,NA,NA,"百威啤酒罐装",0,6,6,NA,"2016/8/15 12:17:22",NA,NA,NA,0,NA,NA,"caipu/403003.jpg",1486
922,173,610007,NA,NA,"桂圆肉红豆八宝饭",0,1,39,NA,"2016/8/15 12:18:47",NA,NA,NA,0,NA,NA,"caipu/601001.jpg",1486
923,173,610008,NA,NA,"五色糯米饭(七色)",0,1,35,NA,"2016/8/15 12:23:45",NA,NA,NA,0,NA,NA,"caipu/601002.jpg",1486
931,176,609966,NA,NA,"芝士烩波士顿龙虾",0,1,175,NA,"2016/8/29 11:11:14",NA,NA,NA,0,NA,NA,"caipu/101001.jpg",1017
932,176,609961,NA,NA,"姜葱炒花蟹",0,1,45,NA,"2016/8/29 11:13:26",NA,NA,NA,0,NA,NA,"caipu/102001.jpg",1017
934,176,609943,NA,NA,"剁椒鱼头",0,1,55,NA,"2016/8/29 11:15:59",NA,NA,NA,0,NA,NA,"caipu/103004.jpg",1017
935,176,610066,NA,NA,"辣炒田螺",0,1,35,NA,"2016/8/29 11:17:40",NA,NA,NA,0,NA,NA,"caipu/104005.jpg",1017
938,176,610054,NA,NA,"不加一滴油的酸奶蛋糕",0,1,7,NA,"2016/8/29 11:20:11",NA,NA,NA,0,NA,NA,"caipu/501003.jpg",1017
936,176,610044,NA,NA,"木须豌豆",0,1,32,NA,"2016/8/29 11:20:45",NA,NA,NA,0,NA,NA,"caipu/305003.jpg",1017
939,176,610000,NA,NA,"酸辣汤面",0,1,16,NA,"2016/8/29 11:29:26",NA,NA,NA,0,NA,NA,"caipu/603004.jpg",1017
941,177,610063,NA,NA,"蒜香辣花甲",0,1,45,NA,"2016/8/3 12:56:20",NA,NA,NA,0,NA,NA,"caipu/104002.jpg",1141
943,177,609981,NA,NA,"桂圆枸杞鸽子汤",0,1,48,NA,"2016/8/3 12:57:25",NA,NA,NA,0,NA,NA,"caipu/205001.jpg",1141
942,177,610018,NA,NA,"照烧鸡腿
",0,1,16,NA,"2016/8/3 12:57:46",NA,NA,NA,0,NA,NA,"caipu/204001.jpg",1141
945,177,610046,NA,NA,"青炒扁豆",0,1,28,NA,"2016/8/3 13:00:34",NA,NA,NA,0,NA,NA,"caipu/305005.jpg",1141
946,178,609995,NA,NA,"党参黄芪炖牛尾
",0,1,35,NA,"2016/8/27 11:17:07",NA,NA,NA,0,NA,NA,"caipu/201005.jpg",994
944,178,609942,NA,NA,"辣炒鱿鱼",0,1,58,NA,"2016/8/27 11:17:43",NA,NA,NA,0,NA,NA,"caipu/103003.jpg",994
948,178,610018,NA,NA,"照烧鸡腿
",0,1,16,NA,"2016/8/27 11:18:39",NA,NA,NA,0,NA,NA,"caipu/204001.jpg",994
949,178,610046,NA,NA,"青炒扁豆",0,1,28,NA,"2016/8/27 11:19:43",NA,NA,NA,0,NA,NA,"caipu/305005.jpg",994
952,178,609946,NA,NA,"谷稻小庄 ",0,1,38,NA,"2016/8/27 11:20:56",NA,NA,NA,0,NA,NA,"caipu/404002.jpg",994
954,178,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/27 11:21:07",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",994
958,179,610025,NA,NA,"番茄蛋汤",0,1,25,NA,"2016/8/29 12:15:20",NA,NA,NA,0,NA,NA,"caipu/204008.jpg",992
971,179,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/29 12:16:03",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",992
990,179,610011,NA,NA,"白饭/大碗",0,4,10,NA,"2016/8/29 12:18:01",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",992
994,179,610053,NA,NA,"蛋挞",0,1,8,NA,"2016/8/29 12:18:04",NA,NA,NA,0,NA,NA,"caipu/501002.jpg",992
1037,179,609941,NA,NA,"清蒸海鱼",0,1,78,NA,"2016/8/29 12:20:30",NA,NA,NA,0,NA,NA,"caipu/103002.jpg",992
1038,179,609984,NA,NA,"重庆特色油烧兔",0,1,69,NA,"2016/8/29 12:22:22",NA,NA,NA,0,NA,NA,"caipu/205004.jpg",992
953,180,610039,NA,NA,"培根紫菜卷",0,1,30,NA,"2016/8/29 11:16:39",NA,NA,NA,0,NA,NA,"caipu/105003.jpg",1023
950,180,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/29 11:16:56",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1023
960,180,610024,NA,NA,"红酒土豆烧鸭腿
",0,1,48,NA,"2016/8/29 11:17:56",NA,NA,NA,0,NA,NA,"caipu/204007.jpg",1023
955,180,609980,NA,NA,"三丝鳝鱼",0,1,55,NA,"2016/8/29 11:17:59",NA,NA,NA,0,NA,NA,"caipu/106005.jpg",1023
962,180,610021,NA,NA,"爆炒鸡翅",0,1,56,NA,"2016/8/29 11:18:42",NA,NA,NA,0,NA,NA,"caipu/204004.jpg",1023
964,180,609960,NA,NA,"白胡椒胡萝卜羊肉汤",0,1,35,NA,"2016/8/29 11:18:51",NA,NA,NA,0,NA,NA,"caipu/202006.jpg",1023
965,180,609956,NA,NA,"孜然羊排",0,1,88,NA,"2016/8/29 11:19:34",NA,NA,NA,0,NA,NA,"caipu/202002.jpg",1023
966,180,609989,NA,NA,"青岛啤酒罐装",0,1,7,NA,"2016/8/29 11:19:51",NA,NA,NA,0,NA,NA,"caipu/403004.jpg",1023
967,180,609986,NA,NA,"哈尔滨啤酒罐装",0,4,7,NA,"2016/8/29 11:20:54",NA,NA,NA,0,NA,NA,"caipu/403001.jpg",1023
968,180,609975,NA,NA,"一品香酥藕",0,1,10,NA,"2016/8/29 11:21:26",NA,NA,NA,0,NA,NA,"caipu/502005.jpg",1023
970,180,610055,NA,NA,"葡萄奶酥(超酥香的饼干)",0,1,9,NA,"2016/8/29 11:21:34",NA,NA,NA,0,NA,NA,"caipu/501004.jpg",1023
969,182,610037,NA,NA,"辣炒海带丝",0,1,19,NA,"2016/8/18 11:30:23",NA,NA,NA,0,NA,NA,"caipu/105001.jpg",994
972,182,609978,NA,NA,"爆炒鳝碌",0,1,55,NA,"2016/8/18 11:30:50",NA,NA,NA,0,NA,NA,"caipu/106003.jpg",994
986,182,609960,NA,NA,"白胡椒胡萝卜羊肉汤",0,1,35,NA,"2016/8/18 11:31:43",NA,NA,NA,0,NA,NA,"caipu/202006.jpg",994
993,182,610021,NA,NA,"爆炒鸡翅",0,1,56,NA,"2016/8/18 11:32:38",NA,NA,NA,0,NA,NA,"caipu/204004.jpg",994
1020,182,609938,NA,NA,"小米南瓜粥",0,1,13,NA,"2016/8/18 11:33:36",NA,NA,NA,0,NA,NA,"caipu/602004.jpg",994
1015,182,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/18 11:33:51",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",994
1032,182,610014,NA,NA,"金玉良缘",0,1,30,NA,"2016/8/18 11:34:58",NA,NA,NA,0,NA,NA,"caipu/302003.jpg",994
1034,182,610017,NA,NA,"酸辣藕丁",0,1,33,NA,"2016/8/18 11:36:46",NA,NA,NA,0,NA,NA,"caipu/302006.jpg",994
1001,187,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/22 11:37:04",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",1001
999,187,609967,NA,NA,"香酥两吃大虾",0,1,89,NA,"2016/8/22 11:37:06",NA,NA,NA,0,NA,NA,"caipu/101002.jpg",1001
1003,187,609964,NA,NA,"避风塘炒蟹",0,1,48,NA,"2016/8/22 11:38:31",NA,NA,NA,0,NA,NA,"caipu/102004.jpg",1001
1006,187,609944,NA,NA,"水煮鱼",0,1,65,NA,"2016/8/22 11:38:43",NA,NA,NA,0,NA,NA,"caipu/103005.jpg",1001
1009,187,610063,NA,NA,"蒜香辣花甲",0,1,45,NA,"2016/8/22 11:38:54",NA,NA,NA,0,NA,NA,"caipu/104002.jpg",1001
1012,187,609991,NA,NA,"香烤牛排
",0,1,55,NA,"2016/8/22 11:39:25",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",1001
1014,187,609995,NA,NA,"党参黄芪炖牛尾
",0,1,35,NA,"2016/8/22 11:41:07",NA,NA,NA,0,NA,NA,"caipu/201005.jpg",1001
1016,187,609931,NA,NA,"焖猪手",0,1,58,NA,"2016/8/22 11:41:23",NA,NA,NA,0,NA,NA,"caipu/203002.jpg",1001
1019,187,610017,NA,NA,"酸辣藕丁",0,1,33,NA,"2016/8/22 11:42:19",NA,NA,NA,0,NA,NA,"caipu/302006.jpg",1001
1017,187,609954,NA,NA,"凉拌蒜蓉西兰花",0,1,29,NA,"2016/8/22 11:42:27",NA,NA,NA,0,NA,NA,"caipu/304001.jpg",1001
1018,187,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/22 11:42:45",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",1001
1024,187,609974,NA,NA,"南瓜枸杞小饼干",0,1,19,NA,"2016/8/22 11:44:10",NA,NA,NA,0,NA,NA,"caipu/502004.jpg",1001
1021,187,610071,NA,NA," 42度海之蓝",0,1,99,NA,"2016/8/22 11:44:33",NA,NA,NA,0,NA,NA,"caipu/401004.jpg",1001
1022,187,609949,NA,NA,"意文柠檬汁 ",0,1,13,NA,"2016/8/22 11:44:58",NA,NA,NA,0,NA,NA,"caipu/404005.jpg",1001
1026,187,609939,NA,NA,"香菇鸡肉粥",0,1,15,NA,"2016/8/22 11:45:38",NA,NA,NA,0,NA,NA,"caipu/602005.jpg",1001
1027,187,609998,NA,NA,"清爽拌凉面",0,1,15,NA,"2016/8/22 11:47:03",NA,NA,NA,0,NA,NA,"caipu/603002.jpg",1001
1029,187,610058,NA,NA,"超人气广式肠粉",0,1,18,NA,"2016/8/22 11:48:20",NA,NA,NA,0,NA,NA,"caipu/604002.jpg",1001
1039,190,609967,NA,NA,"香酥两吃大虾",0,1,89,NA,"2016/8/14 11:40:07",NA,NA,NA,0,NA,NA,"caipu/101002.jpg",1480
1040,190,609957,NA,NA,"蒙古烤羊腿
",0,1,48,NA,"2016/8/14 11:42:11",NA,NA,NA,0,NA,NA,"caipu/202003.jpg",1480
1041,190,610021,NA,NA,"爆炒鸡翅",0,1,56,NA,"2016/8/14 11:44:46",NA,NA,NA,0,NA,NA,"caipu/204004.jpg",1480
1044,190,610043,NA,NA,"肉丁茄子",0,1,39,NA,"2016/8/14 11:48:32",NA,NA,NA,0,NA,NA,"caipu/305002.jpg",1480
1043,190,610030,NA,NA,"番茄有机花菜",0,1,32,NA,"2016/8/14 11:48:35",NA,NA,NA,0,NA,NA,"caipu/304004.jpg",1480
1045,190,610000,NA,NA,"酸辣汤面",0,1,16,NA,"2016/8/14 11:50:50",NA,NA,NA,0,NA,NA,"caipu/603004.jpg",1480
1046,190,609935,NA,NA,"山药养生粥",0,1,19,NA,"2016/8/14 11:51:39",NA,NA,NA,0,NA,NA,"caipu/602001.jpg",1480
1047,190,610060,NA,NA,"广式虾仁肠粉",0,1,18,NA,"2016/8/14 11:52:05",NA,NA,NA,0,NA,NA,"caipu/604004.jpg",1480
1048,190,610023,NA,NA,"啤酒鸭",0,1,48,NA,"2016/8/14 11:52:15",NA,NA,NA,0,NA,NA,"caipu/204006.jpg",1480
1049,190,609949,NA,NA,"意文柠檬汁 ",0,1,13,NA,"2016/8/14 11:53:14",NA,NA,NA,0,NA,NA,"caipu/404005.jpg",1480
1050,191,609970,NA,NA,"麻辣小龙虾",0,1,99,NA,"2016/8/24 11:52:29",NA,NA,NA,0,NA,NA,"caipu/101006.jpg",994
1065,191,610050,NA,NA,"番茄甘蓝",0,1,33,NA,"2016/8/24 11:54:05",NA,NA,NA,0,NA,NA,"caipu/301004.jpg",994
1066,191,610022,NA,NA,"杭椒鸡珍",0,1,58,NA,"2016/8/24 11:56:24",NA,NA,NA,0,NA,NA,"caipu/204005.jpg",994
1067,191,609953,NA,NA,"凉拌菠菜",0,1,27,NA,"2016/8/24 12:00:27",NA,NA,NA,0,NA,NA,"caipu/303004.jpg",994
1069,191,610011,NA,NA,"白饭/大碗",0,1,10,NA,"2016/8/24 12:03:14",NA,NA,NA,0,NA,NA,"caipu/601005.jpg",994
1056,193,609981,NA,NA,"桂圆枸杞鸽子汤",0,1,48,NA,"2016/8/2 11:20:59",NA,NA,NA,0,NA,NA,"caipu/205001.jpg",1084
1057,193,610024,NA,NA,"红酒土豆烧鸭腿
",0,1,48,NA,"2016/8/2 11:24:02",NA,NA,NA,0,NA,NA,"caipu/204007.jpg",1084
1058,193,609991,NA,NA,"香烤牛排
",0,1,55,NA,"2016/8/2 11:30:04",NA,NA,NA,0,NA,NA,"caipu/201001.jpg",1084
